Bar,Beer,Type,Price
Low Point,Widow Oatmeal Stout,beer,9.396966084
O'Malley's,Dead Guy Ale,beer,11.83035174
Broken Keel Tavern,Honker's Ale,beer,12.61276717
Rovers Return Inn,Blonde French Golden Ale,beer,16.11818117
The Tropicana,Blonde,beer,12.81034772
The Broken Stool,Kaiser Imperial Oktoberfest,beer,13.55802705
Callahan's Place,Bear Southern Blonde,beer,12.86963844
MacLaren's Pub,Pretzel,food,8.04
The Winchester Club,Maharaja Imperial IPA,beer,14.66184745
Lusty Leopard,Modelo,beer,12.69591549
Rolliver's Inn,Dead Guy Ale,beer,15.83035174
Silver,Sheep Ale,beer,11.91086581
The Lion and Unicorn,Widow Oatmeal Stout,beer,10.39696608
De Rossi's Wine Bar,Coldfoot Pilsner,beer,13.38834706
Electric Psychedelic Pussycat Swingers Club,Mild Ale,beer,10.67517139
Old Prospector Saloon,Douglas Ale,beer,10.68174598
The Iron Horse,Dead Guy Ale,beer,12.83035174
Roulette,Celebration Lager,beer,11.70190361
The Pilgrim's Rest,Dutch Amber,beer,14.64922613
The Bloated Float Inn,Stone Soup,beer,14.09556028
The Last Chance Saloon,Decadent,beer,11.19329632
Silver,Bohemian Black Lager,beer,12.85971873
Fortune Casino,India Pale Ale,beer,13.50699488
The Shakespeare,Sparkling Ale,beer,13.10233613
The Hand of Glory,Peg Leg Imperial Stout,beer,13.20205796
De Rossi's Wine Bar,Hefe-weizen,beer,12.69432214
Maccadam's Old Oil House,de Bourgogne,beer,12.55281639
John McRory's Place,Hefe-Weizen Dunkel,beer,13.11059948
The Ivy Bush,Scotch Ale,beer,14.04191238
Wurstbraterei,He'Brew Jewbelation 13 Bar Mitzvah,beer,9.519513502
The Railway Arms,Merry Monks' Ale,beer,9.379426478
The Cap & Bell,Scotch Ale,beer,10.04191238
Mos Eisley Cantina,Prospere,beer,11.43789173
Wandin Valley RSL,Gaelic Ale,beer,11.5011261
Joe's,Steam,beer,13.78547807
Gallow's End Tavern,Hercules Double IPA,beer,8.227300055
The Elephant,Oat Malt Stout,beer,14.76624426
Dino's Bar and Grill,River Vienna Lager,beer,11.3654341
The Cap & Bell,Ridge Bock Oktoberfest,beer,11.85454421
The Shakespeare,Messiah Bold,beer,13.71629936
Low Point,Billy Bock,beer,9.356471412
The Bronze,Black Mocha Stout,beer,10.17523294
The Winchester Tavern,Pub Draught,beer,8.80092554
Milk Club,Amber Bock,beer,12.60039908
Copa,Scotch Ale,beer,15.04191238
The Tall Ship,Premium Lager,beer,13.49068231
Jack's Crocodile Bar,Bavarian X-Winter,beer,12.69562213
Kadie's Club Pecos,Haymaker Extra Pale Ale,beer,15.83968715
Louie's,Blanca Nut Brown Al,beer,9.686112224
Mancini's Family Restaurant,Kilgubbin Red Ale,beer,11.24512082
Corrado Italian Bistro,Original,beer,15.9099644
The Crazy Cock,Double Barrel Ale,beer,10.99562115
Trees Lounge,Ants,beer,12.37624432
Mama Chow's Fine Dining,Commemorator,beer,11.54957287
The Pie Hole,Red Label,beer,11.24337218
The Kit Kat Klub,Genuine Pilsner,beer,9.62684827
The Bannered Mare,Red Lager,beer,12.82638735
The Leaky Cauldron,Ants,beer,10.37624432
The Oblivion Bar,Old Scratch Amber Lager,beer,12.03548118
The Pilgrim's Rest,Solstice Imperial Stout,beer,13.11267122
Trees Lounge,Island Wheat,beer,14.85858764
Mancini's Family Restaurant,HefeWeizen,beer,11.88743481
St. Elmo's Bar,471 double IPA,beer,15.87545797
Dead Man's Drink,Bock Beer,beer,8.276391961
Bunnys,Biersch Maibock,beer,13.11259178
Salty Sailor Tavern,Kells Irish Lager,beer,13.57905151
The Drunken Clam,Ichiban Special Premium Reserve,beer,15.88924618
Deville,Golden Ale,beer,11.66144563
Bob's Country Bunker,Brau Kolsch,beer,13.03578161
Poor Richard's,Dark,beer,14.5934296
Cocktails and Dreams,Golden,beer,10.40483651
﻿Ace of Clubs,Chips,food,7.78
The Elephant,Banana Lambic,beer,13.17794225
The Queen Victoria,Hibernator,beer,10.55060219
The Sole Regret,Blackjack Ale,beer,9.078903211
The Winchester Club,Dunkle Weisse,beer,14.78839621
Dino's Bar and Grill,Premium Lager,beer,11.49068231
Pedro McKinnon,Lovers Beer,beer,13.77073929
The Thorax Bar,Carolus Noël,beer,11.95237616
Braidwood Inn,Hefe-Weiss Premium,beer,15.84915448
The Hanged Man,Dead Guy Ale,beer,13.83035174
Mos Eisley Cantina,Golden Amber Ale,beer,10.24082244
The Spotted Dog,Extra Stout,beer,13.7160949
The Pilgrim's Rest,Einbock,beer,13.67393065
The Last Chance Saloon,Munich Dark,beer,11.80682334
Y Deri Arms,Australian Best Ale,beer,13.70847724
The Ivy Bush,Star Wheat Beer,beer,14.99449279
Rolliver's Inn,Black Wheat,beer,14.91189271
Dexter Lake Club,Witte,beer,12.70001537
Playaz Club,Belgian Style Dubbel,beer,12.0625768
The Place,Calibogue Amber,beer,10.8733512
Dexter Lake Club,Dancing Man Wheat,beer,13.65655364
Dead Man's Drink,Christmas Ale,beer,9.830428406
Dino's Bar and Grill,ESB,beer,11.54738914
The Woolpack,Natural Blonde,beer,16.33382584
Torchy's,Red Tail Ale,beer,13.8744648
Low Point,Saint Bridget's Porter,beer,12.2801891
Salty Sailor Tavern,Canadian,beer,12.68344775
The Last Chance Saloon,Winter Amber Ale,beer,8.171799345
The Tropicana,Christmas Ale,beer,13.83042841
The Count's Arms,Gaelic Ale,beer,14.5011261
Louie's,Widow Oatmeal Stout,beer,9.396966084
Old Prospector Saloon,Jingo Pale Ale,beer,9.389488688
Grilby's,Hefe-weizen,beer,12.69432214
The Plumbers Arms,Best,beer,11.78183144
The Old Pink Dog,Popcorn,food,11.5
The Butchers Arms,Acker,beer,13.1963068
Night Spot,Stone Soup,beer,11.09556028
The Place,Chocolate Brown Ale,beer,12.3648855
The Silent Woman,Red Banshee Ale,beer,9.497131576
Mancini's Family Restaurant,Hop Devil Ale,beer,10.21730411
MacLaren's Pub,Bier,beer,11.67460332
The Grind & Jolt Cafe,Summer Shandy,beer,9.400148632
The Ballroom,Amber Bock,beer,14.60039908
Colonial Taphouse,Original Munich Lager,beer,8.450759787
Corrado Italian Bistro,Beer,beer,16.63541994
Dagmar,Hefeweizen,beer,14.77941702
Grilby's,Acker Dark,beer,14.97151722
Cockatoo Inn,Pale Beer,beer,14.14944704
Dead Man's Drink,XXX,beer,9.071794627
The Mucky Duck,IPA,beer,13.16728231
Wonder Bar,Imperial Pale Ale,beer,10.23265988
The Winking Skeever,Pilsner,beer,12.67283622
Friendsy's,Rally Cap Ale,beer,9.27104248
The Oblivion Bar,Chocolate Indulgence,beer,9.615754266
Salty Sailor Tavern,Scout Stout,beer,12.7697839
The Broken Stool,Elfego Bock,beer,15.93389841
Vardi's,60 Minute IPA,beer,11.31762692
Duke's Pub,Irish Stout Pub Draught,beer,12.56739023
Poison,Irish Stone Brewed Light,beer,16.94367414
Gus's Galaxy Grill,Kindl Weisse,beer,11.34385522
The Prancing Pony,Extra Pale Ale,beer,11.76927491
Maxwell's Nightclub,Australian Best Ale,beer,13.70847724
The Duke Of Burgundy,Baron Ale,beer,14.18135174
The Mucky Duck,Star Wheat Beer,beer,13.99449279
The Oak and Crosier,Bear Ultra Blonde,beer,11.18233341
The Crazy Cock,German Style Red Ale,beer,8.876872807
Milliway's,Perfect Porter,beer,11.42304118
Kavanagh's Irish Pub,Eye Pilsner,beer,9.254551351
Charlie's,Rugged Trail Nut Brown Ale,beer,11.05268667
Broome's,Dead Guy Ale,beer,12.83035174
The Elephant,White,beer,14.58774236
Free the Paedos,Sparkling Ale,beer,12.10233613
The Bloated Float Inn,Broken Halo IPA,beer,14.46990325
The Drunken Huntsman,Black Wheat,beer,9.911892714
De Rossi's Wine Bar,Heresy Imperial Stout,beer,14.15357989
Rovers Return Inn,Nachos,food,13.22
De Rossi's Wine Bar,Bavarian Style Lager,beer,15.01522014
Paddy's Pub,Denver Pale Ale,beer,15.01016611
The Hanged Man,Curve Ball Kolsch,beer,12.32313695
The Railway Arms,Eye of the Hawk Ale,beer,9.866459648
Deville,Biersch Maibock,beer,13.11259178
Shooters,#5 Gold Beer,beer,14.05971261
Mos Eisley Cantina,Hat Circus Boy Hefeweizen,beer,9.103903745
The Lion and Unicorn,Black Wheat,beer,11.91189271
Brady Pub,Mai-Ur-Bock,beer,12.70448936
The Woolpack,Imperial Weizen,beer,16.44137069
The Aigburth Arms,Light,beer,13.23028881
The Mucky Duck,Eye of the Hawk Ale,beer,12.86645965
O'Malley's,Matilda,beer,10.77675048
Free the Paedos,Dancing Man Wheat,beer,11.65655364
The Ballroom,Kaiser Imperial Oktoberfest,beer,11.55802705
The Drunken Huntsman,Jingo Pale Ale,beer,8.389488688
The Plumbers Arms,Bohemian Pilsner,beer,10.51103345
The Tropicana,Cask Ale,beer,15.68379421
Mad Dog Saloon,Sliders,food,8.64
Broome's,Midas Touch,beer,13.92880928
The Orange Tree,Blanca,beer,11.21078808
Seagrass,Irish Stout Pub Draught,beer,11.56739023
The Malt Shovel,Rib Mountain Rye,beer,10.01464391
Central Perk,Golden Pilsner,beer,13.37779021
The Aigburth Arms,Golden Amber Ale,beer,12.24082244
The Silver Dollar Saloon,Stein Beer,beer,13.07876692
Salieri's Bar,Blueberry Amber,beer,13.54561071
Trees Lounge,Hammer IPA,beer,15.26910375
Korova Milk Bar,Summer Ale,beer,13.52467837
The Oak and Crosier,#5 Gold Beer,beer,11.05971261
Rovers Return Inn,Mountain Tasmanian Pale Ale,beer,13.5690654
The Maidenhead,Schwarze Weisse,beer,15.62721886
The Snug,Chocolate Indulgence,beer,9.615754266
Copacabana,Blond Bock,beer,11.67530946
Founding Fathers,Winter Warmer,beer,9.639716402
Romanoff's,Solstice Imperial Stout,beer,12.11267122
The Mucky Duck,Ichiban Special Premium Reserve,beer,13.88924618
Essence,Premium Light,beer,9.747337374
The Aidensfield Arms,Almond Stout,beer,15.08273728
Friendsy's,Elephant Lager,beer,9.596544744
Cafe Rene,HefeWeizen,beer,10.88743481
The Brick,Cliff Hanger Ale,beer,8.368015032
The Broken Stool,Star Wheat Beer,beer,15.99449279
Mos Eisley Cantina,Genuine Draft,beer,12.23640342
The Brass Lantern,Kloster Weizen,beer,16.54177724
Talon Bar,Dark Lager,beer,12.97832298
The Mucky Duck,Original,beer,13.9099644
Jack Rabbit Slim's,Elf Double Bock,beer,11.38281654
Dugout Inn,Belgian Style Dubbel,beer,9.062576799
The Butchers Arms,Mountain Tasmanian Pale Ale,beer,10.5690654
Cockatoo Inn,Blackberry Wheat,beer,13.65152001
Quark's,60 Minute IPA,beer,12.31762692
The Lamb & Flag,Anniversary Ale,beer,10.14686995
Mad Dog Saloon,Autumn Lager,beer,12.70162507
Roulette,Old Speckled Hen,beer,11.80593185
The Woolpack,Amber Ale,beer,14.30406527
The Woolpack,India Dark Ale,beer,16.67352483
Seagrass,Canadian,beer,11.68344775
Shooters,Double Barrel Ale,beer,15.99562115
Eden Hall,Brau Kolsch,beer,10.03578161
SaxonwoldShebeen,Blue Fin Stout,beer,15.39145403
The Iron Horse,Pils im Stein,beer,13.56574665
The Plumbers Arms,Crow Ale,beer,10.5397883
Low Point,Draak,beer,12.80368143
The Place,Belgian Style Dubbel,beer,10.0625768
Dagmar,Rustic Ale,beer,16.67640075
The Rusty Anchor,Honey Lager,beer,13.25745025
The Pilgrim's Rest,Pub Ale,beer,13.19740025
John McRory's Place,Rye Porter,beer,10.2475116
Dexter Lake Club,XXX,beer,12.07179463
Electric Psychedelic Pussycat Swingers Club,Caramel Porter,beer,13.17150051
The Lamb & Flag,Noire,beer,13.34416099
Underworld Tavern,Brewery Kasteel Donker,beer,15.45954248
The Pie Hole,Transatlantique Kriek,beer,12.22925008
Rowlf's Tavern,Lobotomy Bock,beer,9.419650755
The Aigburth Arms,Messiah Bold,beer,14.71629936
Callahan's Place,Winter Storm,beer,14.54018156
Broome's,Summer Brew,beer,13.56778006
World's End Tavern,Billy Bock,beer,12.35647141
Electric Psychedelic Pussycat Swingers Club,Cream Ale,beer,10.28360334
Old Prospector Saloon,Honey Cream Ale,beer,11.27566054
The Mucky Duck,Autumn Lager,beer,14.70162507
Night Spot,Winter Warmer,beer,9.639716402
Dino's Bar and Grill,Copperhead Ale,beer,13.49929325
Fortune Casino,Hellenic Lager Beer,beer,13.08810992
The Globe and Anchor,Red Rush Ale,beer,12.41215583
The Shakespeare,Ale,beer,11.68362194
The Moonrakers,Garry Dark Ale,beer,10.87877497
Essence,Cask Ale,beer,11.68379421
The Feed Bag,Denver Pale Ale,beer,16.01016611
Silver,Honker's Ale,beer,14.61276717
The Plumbers Arms,Christmas Ale,beer,9.830428406
SaxonwoldShebeen,Ultra,beer,13.44842697
The Bannered Mare,U.S. Pale Ale,beer,11.22625468
The Brass Lantern,Liberty Ale,beer,13.14123845
The Lion and Unicorn,Carolus Noël,beer,12.95237616
Roulette,Titan IPA,beer,12.07172573
Mr. Pubbs,Alt,beer,10.58085843
The Aigburth Arms,Raspberry Wheat Ale,beer,11.55276597
Rick's Café Américain,Apricot Ale,beer,12.23821202
Snakehole Lounge,OV,beer,9.48738278
The Ballroom,Bear Southern Blonde,beer,11.86963844
Palace Saloon,Blue Heron Pale Ale,beer,14.67589462
The Iron Horse,Super Premium Lager,beer,11.19976129
﻿Ace of Clubs,Bear Pale Ale,beer,10.93717416
The Drunken Huntsman,Macaroni and Cheese,food,6.42
The Bannered Mare,Cream Ale,beer,10.28360334
Rosie's Bar,Summerfest,beer,10.60933244
The Snug,Ness,beer,11.91890051
The Crab Shed,Gubna Imperial IPA,beer,10.85419867
Essence,Willie Stout,beer,11.0611969
Bunnys,Abbey Belgian Style Ale,beer,13.77953783
McAnally's,Quesadillas,food,10.79
"The Hand & Racquet, East Cheam",Old Speckled Hen,beer,14.80593185
The Eolian,Curve Ball Kolsch,beer,10.32313695
Joe's,Raspberry Wheat,beer,10.38778874
The Orange Tree,Light Ale,beer,9.638890877
The Prancing Pony,Lite,beer,12.11307905
The Boom Boom Room,Three Philosophers,beer,11.59466986
Kennedy's,India Pale Ale,beer,15.50699488
Electric Psychedelic Pussycat Swingers Club,Black Label,beer,13.4025626
McAnally's,Kindl Weisse,beer,12.34385522
The Drunken Clam,Fraises Lambic,beer,15.47850727
The Drowned Trout,Super Premium Lager,beer,14.19976129
Night Spot,Boombalatty,beer,11.63432639
Duke's Pub,Winter Amber Ale,beer,12.17179935
The Bada Bing,Maharaja Imperial IPA,beer,13.66184745
Broken Keel Tavern,Kolsch,beer,10.18973924
De Rossi's Wine Bar,Draak,beer,15.80368143
Deville,Red Tail Ale,beer,12.8744648
Gus's Galaxy Grill,Winter Storm,beer,11.54018156
The Bloated Float Inn,Uber Pils,beer,12.75119071
The Globe and Anchor,Red Tail Ale,beer,10.8744648
The Tall Ship,Calibogue Amber,beer,12.8733512
Mos Eisley Cantina,Scout Stout,beer,9.7697839
The Rose & Thorn,Hazelnut Brown Nectar,beer,13.72698446
Salieri's Bar,Enigma,beer,10.4933369
McAnally's,Light Ale,beer,10.63889088
The Learned Goat,Modelo,beer,13.69591549
Low Point,Troegenator Doppelbock,beer,11.76984901
Cohan's,Piva Bohemian Pilsner,beer,8.974204868
The Bamboo Lounge,Winter Skål,beer,13.4299418
Cohan's,Gonzo Imperial Porter,beer,8.815243091
The Moonrakers,Irish Stout Pub Draught,beer,8.567390227
The Old Pink Dog,Blackout Stout,beer,13.76046639
Duke's Pub,de Bourgogne,beer,13.55281639
The Pig and Whistle,60 Minute IPA,beer,12.31762692
The Butchers Arms,Edel-Pils,beer,12.27459209
P3,Hopfen-Weisse,beer,13.79035825
Vardi's,Slam Dunkel,beer,9.099303758
MacLaren's Pub,Moon Man,beer,11.45748689
Kavanagh's Irish Pub,Hop Devil Ale,beer,9.21730411
Mos Eisley Cantina,Ridge Bock Oktoberfest,beer,12.85454421
Dal Riata,Organic Belgian Ale,beer,13.81345971
Kadie's Club Pecos,Pizza,food,13.28
Four Shields Tavern,Imperial Pale Ale,beer,11.23265988
The Feed Bag,Fried pickles,food,11.7
Dexter Lake Club,Butt English Porter,beer,13.00666304
The Drunken Clam,Uff-da Bock,beer,15.73244762
The Winking Skeever,Blonde Lager,beer,14.09665518
The Queen Victoria,Bear Southern Blonde,beer,9.869638443
The Drunken Huntsman,Wych Ale,beer,11.34145765
The Iron Horse,London Porter,beer,12.57685356
The Armada Room,Hi Dry,beer,12.00260384
The Pie Hole,Snowplow Milk Stout,beer,13.68547179
McAnally's,Blanca Nut Brown Al,beer,10.68611222
Torchy's,Original,beer,14.9099644
Romanoff's,American Amber Ale,beer,14.90592019
Frostfruit Inn,Rugged Trail Nut Brown Ale,beer,10.05268667
The Bamboo Lounge,Edel-Pils,beer,12.27459209
The Iron Horse,Pub Light Ale,beer,13.39013165
The Silver Dollar Saloon,Cliff Hanger Ale,beer,13.36801503
The Drunken Clam,Rider Ale,beer,14.84649456
Underworld Tavern,London Porter,beer,15.57685356
Cafe Rene,Chocolate Indulgence,beer,9.615754266
Cooper's,Brewery Kasteel Donker,beer,12.45954248
The Hanged Man,Desert Pils,beer,13.55768757
Porky's,Amber Bock,beer,13.60039908
Puzzles,Schwarzbier,beer,16.0658471
The Shakespeare,Loft Beer,beer,13.07219139
Four Shields Tavern,Old Speckled Hen,beer,12.80593185
McAnally's,Munich Dark,beer,13.80682334
The Woolpack,Amber Light,beer,13.51412652
﻿Ace of Clubs,Hefe-Weizen Dunkel,beer,11.11059948
Broome's,Double Barrel Ale,beer,12.99562115
The Drunken Clam,Native Ale,beer,15.78553317
The Feed Bag,Island Wheat,beer,15.85858764
Rosie's Bar,Commemorator,beer,9.549572874
Cafe Rene,Honey Brown,beer,9.190579942
Sandbox,Chill,beer,12.96926641
The Snug,Holy Grail Ale,beer,10.34905689
The Plumbers Arms,Golden Pilsner,beer,11.37779021
Night Spot,Genuine Pilsner,beer,10.62684827
McAnally's,Buck German Alt,beer,11.87699243
The Rose & Thorn,V-Twelve,beer,13.31640671
Jack's Crocodile Bar,Blackout Stout,beer,13.76046639
Mos Eisley Cantina,U.S. Pale Ale,beer,10.22625468
Joe's,Pale Rider,beer,11.64523937
Y Deri Arms,Sea ESB,beer,15.09116878
Mancini's Family Restaurant,Mountain Tasmanian Pale Ale,beer,10.5690654
The Tropicana,Hefe-Weiss Premium,beer,14.84915448
Dexter Lake Club,Belgian Style Golden Ale,beer,14.13616636
The Rose & Crown,Einbock,beer,9.673930649
Quark's,Salvation,beer,13.13766106
The Butchers Arms,Snake Dog IPA,beer,13.70849598
Cooper's,Traditional,beer,13.21017358
Electric Psychedelic Pussycat Swingers Club,Honey Brown,beer,10.19057994
The Tropicana,Peanuts,food,11.53
Rick's Café Américain,Nastro Azzurro,beer,12.1133803
Dexter Lake Club,Red Jack,beer,14.33124331
Crab Shack,Irish Stout,beer,13.4153475
The Oblivion Bar,HefeWeizen,beer,10.88743481
Snakehole Lounge,Oatmeal Stout,beer,9.14450163
P3,Unfiltered Wheat Beer,beer,11.58088242
The Oblivion Bar,He'Brew Jewbelation 13 Bar Mitzvah,beer,10.5195135
The Winchester Tavern,Elbow,beer,9.221021094
The Last Resort,Garry Dark Ale,beer,14.87877497
Scarlet Raven Tavern,St. Stock Ale,beer,11.70850209
Cafe Rene,Golden,beer,11.40483651
Border Watch Inn,Canadian,beer,13.68344775
Levy's,Blue Paddle Pilsner,beer,15.61423479
Scarlet Raven Tavern,Honker's Ale,beer,11.61276717
Deville,Irish Stout Pub Draught,beer,11.56739023
Daddy Crab Leg's Crab Shack,Hammer Imperial Porter,beer,14.3947359
The Malt Shovel,Hefe-Weisse,beer,8.633780573
Duke's Pub,Draak,beer,15.80368143
The Eolian,Almond Stout,beer,11.08273728
Alibi Bar,V-Twelve,beer,14.31640671
The Crab Shed,Fat Tire Amber Ale,beer,12.64250989
The King and Queen Tavern,Black Wattle Superior,beer,10.54343009
Sandbox,Black Label,beer,13.4025626
Levy's,Black Lager,beer,13.37868059
Palace Saloon,Bohemian Pilsner,beer,13.51103345
Levy's,Original White Ale,beer,13.06052528
Rosie's Bar,Anniversary Ale,beer,8.146869952
Grilby's,Garry Dark Ale,beer,14.87877497
Mancini's Family Restaurant,Hat Blind Faith,beer,10.16029423
Table Salt,Heather Ale,beer,14.43507066
The Bada Bing,Apple Ale,beer,11.91521934
Eden Hall,Altfrankisches Dunkel,beer,13.95757941
Old Prospector Saloon,Super Premium Lager,beer,10.19976129
Rovers Return Inn,New York Amber,beer,16.62169209
Deville,Mom Hefeweizen,beer,11.68087969
The Winchester Club,Lambic,beer,14.75077268
The Lamb & Flag,St. Tankhouse Ale,beer,11.32615161
Braidwood Inn,Golden Amber Ale,beer,14.24082244
The Tropicana,Copper Ale,beer,12.20480885
Rolliver's Inn,St. Terese's Pale Ale,beer,16.38163605
Jack Rabbit Slim's,Two Women New,beer,14.44041965
Wurstbraterei,Prospere,beer,10.43789173
The Crab Shed,Dunkel Weisse,beer,11.18018985
Colonial Taphouse,Blue Heron Pale Ale,beer,11.67589462
The Oak and Crosier,Drop Top Amber Ale,beer,11.9712602
The Winking Skeever,Caramel Porter,beer,14.17150051
Dead Man's Drink,Pur Malt,beer,11.22635707
Dal Riata,Hop Devil Ale,beer,12.21730411
Cafe Rene,Special,beer,9.609842153
Levy's,Banana Lambic,beer,14.17794225
O'Malley's,Chesterfield Ale,beer,11.27100842
The Oak and Crosier,London Pride,beer,13.57636677
Puzzles,Island Pils,beer,13.61506605
The Kit Kat Klub,Lager,beer,10.67466054
The Eolian,Carolus Noël,beer,11.95237616
The Admiral Benbow Inn,Revenge Brown Ale,beer,14.26435861
Scarlet Raven Tavern,Schlenkerla Rauchbier Marzen,beer,10.17512621
Old Prospector Saloon,Crack'd Wheat,beer,12.4861103
Bunnys,Drool Brown Ale,beer,12.68759319
The Bull,Macaroni and Cheese,food,8.42
Paddy's Pub,Pilsner,beer,13.67283622
The Moon Under Water,Sheep Ale,beer,9.910865811
The Moonrakers,Original Leipziger Bier,beer,9.833836073
The Drowned Trout,Oatmeal Porter,beer,14.64653205
Tabard,American Pale Ale,beer,11.39152323
